model,image_name,mosz1,mosz2,mosz3,prompt
Controlnet,018-4.png,2.631949274,2.428406179,2.838971446,"""Sunset over the sea"""
Lafite,089-4.png,2.096855575,1.940507952,2.23931796,"""an aerial view of the Great Wall"""
stable-diffusion,078-4.png,2.424655727,2.431829003,2.210223846,"""a tennis court with three yellow cones on it"""
Controlnet,089-4.png,3.143866772,3.436344234,3.211038185,"""an aerial view of the Great Wall"""
stable-diffusion,010-1.png,3.03268623,2.611068178,2.901390659,"""A giraffe walking through a green grass covered field"""
Controlnet,062-2.png,2.785352614,2.488377858,2.404058228,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
Unidiffuser,093-1.png,2.066917986,1.870321717,2.082055334,"""a closet without clothes"""
Glide,017-4.png,2.157012324,2.485020594,2.314081553,"""a coffee table with a magazine on it"""
Controlnet,022-4.png,2.905578299,2.478734169,2.294248129,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
DALLE,096-4.png,2.95272984,3.061133201,2.910931446,"""We painted the wall with cracks."""
DALLE,041-2.png,2.748765111,2.671900263,2.902878944,"""A photo of an astronaut riding a horse in the forest."""
Lafite,009-1.png,1.633265848,2.01154827,2.182127688,"""a photo of san francisco's golden gate bridge"""
Glide,084-4.png,1.929176066,1.934229263,2.116250555,"""a cross-section view of a walnut"""
DALLE,090-3.png,2.623807228,2.311983219,2.144026538,"""A bird gives an apple to a squirrel"""
DALLE,088-1.png,3.06196259,2.952124552,3.04448713,"""an aerial photo of a sandy island in the ocean"""
Lafite,085-1.png,2.144800574,2.076230499,1.970839633,"""a close-up of an old-fashioned cocktail"""
Glide,095-3.png,1.940573477,1.966106434,2.008051945,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
Unidiffuser,061-2.png,1.775786317,1.919325212,2.04028318,"""the word 'HELLO' on a girl's face"""
DALLE,075-1.png,3.208264358,3.31271274,3.255275625,"""three green peppers"""
Controlnet,095-2.png,2.991652294,2.391225105,2.287906149,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
Lafite,083-4.png,2.249660242,2.141672521,2.253992186,"""view of a clock tower from above"""
Controlnet,061-1.png,2.860936267,2.777871748,2.367777436,"""the word 'HELLO' on a girl's face"""
Controlnet,094-1.png,2.361777551,2.348634126,2.06102798,"""a banana without its peel"""
stable-diffusion,000-1.png,3.362517931,3.323399288,3.204478977,"""a corgi"""
DALLE,047-3.png,2.852280383,2.715924893,2.850695975,"""a small kitchen with a white goat in it"""
Lafite,000-3.png,1.994824527,1.929930377,2.24709853,"""a corgi"""
Controlnet,037-2.png,2.70858393,2.668894213,2.883615076,"""A bare kitchen has wood cabinets and white appliances"""
Controlnet,062-1.png,2.855530645,2.726228404,2.553352997,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
stable-diffusion,050-2.png,2.78443352,2.753351775,2.75275889,"""A photo of a panda made of water."""
Glide,039-3.png,2.203592345,2.751512901,2.197112037,"""a teddy bear on a skateboard in times square"""
Controlnet,059-4.png,2.572578957,2.609124253,2.616927641,"""Downtown Shanghai at sunrise. detailed ink wash."""
Unidiffuser,036-4.png,2.693757594,2.305867139,2.539730176,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
stable-diffusion,070-4.png,2.775092385,2.62904432,2.210360668,"""Four cats surrounding a dog"""
DALLE,099-4.png,2.865392642,2.948582819,2.162366913,"""An aerial view of Ha Long Bay without any boats"""
Controlnet,009-1.png,2.997307729,2.757082885,2.992025718,"""a photo of san francisco's golden gate bridge"""
Unidiffuser,081-4.png,1.979520765,1.991984161,1.933968913,"""two people facing each other"""
stable-diffusion,028-4.png,3.605519896,3.480205826,3.141689811,"""Snow mountain and tree reflection in the lake"""
DALLE,092-3.png,2.643954922,2.731395885,2.869046751,"""a car with no windows"""
Glide,004-4.png,2.053356062,2.74730886,2.819346631,"""a flower"""
Glide,049-4.png,2.326007997,2.359629084,2.342159198,"""an elephant walking on the Great Wall"""
Controlnet,099-2.png,2.812337358,2.618484436,2.594092839,"""An aerial view of Ha Long Bay without any boats"""
Unidiffuser,063-1.png,2.45118199,2.627381011,2.209616068,"""A sign that says Deep Learning"""
Controlnet,014-1.png,3.009624266,2.946739501,2.259718571,"""a pumpkin with a candle in it"""
Unidiffuser,040-3.png,2.945130389,2.864477972,3.251606986,"""A blue colored dog"""
Lafite,009-3.png,1.857051618,2.201467408,2.27249784,"""a photo of san francisco's golden gate bridge"""
Controlnet,015-2.png,3.052011254,3.223848266,2.864884561,"""A bowl of Chicken Pho"""
DALLE,028-3.png,2.656837967,2.895849725,2.872030486,"""Snow mountain and tree reflection in the lake"""
Controlnet,032-3.png,2.931800031,2.855470033,2.884308261,"""a large white yacht in a calm bay on a sunny day"""
Glide,087-2.png,1.934703137,2.620068369,2.544092706,"""an aerial view of a dining room"""
Unidiffuser,061-3.png,2.552751208,2.309041136,2.754589826,"""the word 'HELLO' on a girl's face"""
Glide,047-2.png,1.97000328,2.444101769,2.179079852,"""a small kitchen with a white goat in it"""
Lafite,021-2.png,1.817683149,1.62897747,1.698582095,"""a grandmother reading a book to her grandson and granddaughter"""
DALLE,070-2.png,2.982854043,2.927784948,2.903160553,"""Four cats surrounding a dog"""
Controlnet,093-4.png,2.930169074,2.80330591,1.648077381,"""a closet without clothes"""
Unidiffuser,051-4.png,1.937506715,2.145920172,2.53387152,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
Glide,099-4.png,1.883248186,2.094781637,2.058387043,"""An aerial view of Ha Long Bay without any boats"""
DALLE,019-4.png,2.642442467,2.633415373,2.62010397,"""a boat in the canals of venice"""
stable-diffusion,069-2.png,2.850009614,2.996291739,2.699469856,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
Controlnet,093-1.png,3.248216627,2.863591616,2.253470541,"""a closet without clothes"""
DALLE,043-3.png,2.900488461,2.635812666,2.621147403,"""a sword slicing through a loaf of bread"""
Glide,066-2.png,2.268253994,1.959501767,2.052725073,"""the word 'START'"""
DALLE,001-3.png,2.769728652,2.934935391,2.780842409,"""a girl"""
Unidiffuser,074-3.png,2.708409173,2.68466584,2.552705002,"""ten red apples"""
DALLE,050-2.png,2.643166892,2.659734271,2.952626177,"""A photo of a panda made of water."""
Lafite,038-3.png,2.304067429,2.385303057,2.331602165,"""a fall landscape with a small cottage next to a lake"""
stable-diffusion,055-3.png,2.211462283,2.440014955,2.633264426,"""a painting of the food of china"""
stable-diffusion,049-4.png,2.731121862,2.402019416,2.961051821,"""an elephant walking on the Great Wall"""
Controlnet,029-2.png,2.787223823,2.643675074,2.721617052,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
stable-diffusion,061-3.png,2.953943196,2.889090247,2.219956127,"""the word 'HELLO' on a girl's face"""
Unidiffuser,080-4.png,1.780423013,1.908874925,2.189700501,"""view of a giraffe and a zebra in the middle of a field"""
Controlnet,047-1.png,3.011491467,2.826831581,2.585414845,"""a small kitchen with a white goat in it"""
Lafite,031-2.png,2.169583618,2.046982748,2.43188534,"""a library filled with kids reading books"""
DALLE,022-3.png,2.617151923,2.560901188,2.503288362,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
stable-diffusion,074-1.png,3.274723559,2.813496943,2.412981723,"""ten red apples"""
Lafite,094-4.png,1.868464032,1.92342889,1.770845281,"""a banana without its peel"""
Lafite,062-3.png,2.357346775,2.621795023,2.570306348,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
stable-diffusion,059-4.png,2.508599515,2.405348577,2.514341223,"""Downtown Shanghai at sunrise. detailed ink wash."""
stable-diffusion,058-3.png,3.158216369,3.077221209,2.982078715,"""a painting of a white country home with a wrap-around porch"""
Lafite,036-2.png,1.772834998,1.7784263,1.913073455,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
Controlnet,057-2.png,2.525656051,2.737832918,2.785154795,"""an oil painting of a tree and a building"""
Glide,099-3.png,1.825773235,2.09780313,2.095895889,"""An aerial view of Ha Long Bay without any boats"""
DALLE,082-3.png,3.044005487,2.973825357,2.827546175,"""an overhead view of a pickup truck with boxes in its flatbed"""
Controlnet,052-1.png,2.692709552,2.496929271,2.752684428,"""a cartoon of a train going to the moon"""
Unidiffuser,033-1.png,1.331364253,1.662095456,2.198185266,"""purple lego dollhouse with a pool and a swing"""
Controlnet,091-4.png,3.134452206,3.036917164,3.125618736,"""a classroom without any students"""
Lafite,006-1.png,2.28405583,2.678993782,2.750236372,"""a book cover"""
Glide,011-1.png,2.070552843,1.955166063,1.8240511,"""a woman with long hair"""
Glide,045-4.png,2.052777196,2.410360647,2.064288797,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Controlnet,000-3.png,2.466096424,2.075684443,2.677120745,"""a corgi"""
DALLE,089-4.png,2.989438177,2.824730424,2.921920153,"""an aerial view of the Great Wall"""
Unidiffuser,039-2.png,1.896187493,2.154898879,2.636622169,"""a teddy bear on a skateboard in times square"""
Controlnet,004-3.png,2.124877114,2.269523305,2.115296508,"""a flower"""
Lafite,081-1.png,1.905055731,1.747217699,2.197269983,"""two people facing each other"""
Unidiffuser,002-2.png,1.612281183,1.706058628,2.286575488,"""a boat"""
Lafite,079-1.png,2.006625263,2.072703116,2.306531547,"""Times Square with thousands of dogs running around"""
Controlnet,049-2.png,3.067449773,2.828696237,2.840837173,"""an elephant walking on the Great Wall"""
Controlnet,098-3.png,2.627880912,2.239500512,2.487531841,"""a street without vehicles"""
Controlnet,005-4.png,2.8350548,2.821645221,3.036615395,"""a green pepper"""
Lafite,031-3.png,2.23622868,2.251459429,2.492655828,"""a library filled with kids reading books"""
Lafite,052-3.png,2.320501749,2.417768086,2.448542541,"""a cartoon of a train going to the moon"""
Glide,078-3.png,1.965313792,2.452895456,1.725163973,"""a tennis court with three yellow cones on it"""
DALLE,041-1.png,3.408681071,3.209853653,3.444535494,"""A photo of an astronaut riding a horse in the forest."""
Glide,063-1.png,2.125760914,2.360114743,2.328890573,"""A sign that says Deep Learning"""
Controlnet,096-1.png,3.12578067,2.989338696,2.71879935,"""We painted the wall with cracks."""
Controlnet,001-2.png,2.754545452,2.990860521,3.091811089,"""a girl"""
stable-diffusion,008-3.png,2.616212612,2.592952769,2.755841813,"""a fall landscape"""
DALLE,027-3.png,3.056247641,2.924613791,3.270880724,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
stable-diffusion,084-1.png,3.421088314,3.476426238,3.353372759,"""a cross-section view of a walnut"""
stable-diffusion,071-3.png,2.547296698,2.343232675,2.631786335,"""three children on a couch"""
stable-diffusion,092-4.png,1.962080082,2.010244751,1.97917146,"""a car with no windows"""
stable-diffusion,040-1.png,3.154091893,2.676870555,2.857806827,"""A blue colored dog"""
DALLE,089-1.png,3.102282164,2.889615048,3.017261931,"""an aerial view of the Great Wall"""
Unidiffuser,019-3.png,3.083303284,2.800530996,2.767993241,"""a boat in the canals of venice"""
Controlnet,092-2.png,2.684839952,2.583144432,2.283552414,"""a car with no windows"""
DALLE,098-1.png,3.18971102,3.208714019,3.018788461,"""a street without vehicles"""
Lafite,055-2.png,2.009499002,2.065512711,2.208611479,"""a painting of the food of china"""
Glide,040-4.png,1.95638798,2.352322881,1.985893313,"""A blue colored dog"""
Controlnet,082-4.png,3.00199515,2.826951946,2.48330617,"""an overhead view of a pickup truck with boxes in its flatbed"""
Unidiffuser,096-1.png,3.040852742,3.037009724,2.631981478,"""We painted the wall with cracks."""
stable-diffusion,096-4.png,3.266769704,3.171246056,3.277040074,"""We painted the wall with cracks."""
Controlnet,019-2.png,2.278206347,2.285703122,2.411616567,"""a boat in the canals of venice"""
stable-diffusion,049-2.png,2.21625747,2.158860738,2.536011728,"""an elephant walking on the Great Wall"""
Glide,025-2.png,1.953577639,2.137235048,2.00119442,"""a pineapple with one beer to its left and two beers on its right"""
Unidiffuser,041-1.png,3.264229823,2.805729312,3.017733316,"""A photo of an astronaut riding a horse in the forest."""
DALLE,087-2.png,3.220626454,3.313462701,3.305959673,"""an aerial view of a dining room"""
Glide,068-1.png,2.037861708,2.27207749,2.418427598,"""a store front with 'Grassy Meadow' written on it"""
DALLE,084-1.png,2.994102771,2.730296115,2.775368507,"""a cross-section view of a walnut"""
Lafite,011-4.png,1.947056135,2.199467648,2.475657743,"""a woman with long hair"""
Glide,052-4.png,2.127573661,2.073720771,2.375332538,"""a cartoon of a train going to the moon"""
Lafite,033-2.png,1.941515011,1.991228747,2.152282043,"""purple lego dollhouse with a pool and a swing"""
Controlnet,024-1.png,2.778433332,2.773974273,2.675312407,"""a tree reflected in the sunroof of a blue car"""
Controlnet,002-2.png,2.842668036,2.92150434,3.08074062,"""a boat"""
DALLE,015-2.png,2.710694372,2.796731102,2.741656109,"""A bowl of Chicken Pho"""
DALLE,025-1.png,3.063652272,2.770706462,2.224079556,"""a pineapple with one beer to its left and two beers on its right"""
DALLE,075-4.png,2.965234852,3.189314999,3.32973128,"""three green peppers"""
Controlnet,078-2.png,3.09533424,2.577575485,2.650359459,"""a tennis court with three yellow cones on it"""
DALLE,095-1.png,2.94862833,2.627585362,1.891141168,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
Controlnet,037-4.png,2.809952614,2.970175068,2.827931497,"""A bare kitchen has wood cabinets and white appliances"""
stable-diffusion,007-1.png,3.005846928,2.722667123,2.880960815,"""a kitchen"""
Lafite,091-4.png,1.938368006,2.146343749,2.231370855,"""a classroom without any students"""
stable-diffusion,035-2.png,2.559948961,2.548193261,2.391248873,"""a bloody mary cocktail next to a napkin"""
Glide,036-1.png,2.327161545,2.46458164,2.235927504,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
Controlnet,030-1.png,2.815100626,2.625092094,2.393202271,"""a dolphin in an astronaut suit on saturn"""
