Image_prompt,Text_prompt,Generated_image,MOS_q,MOS_a,MOS_c,MOS
,a bunch of needles on a table,DALLE_1144_11.jpg,3.7525,3.38,4.077,11.2095
,windmills in a field at sunset with mountains in the background,DALLE_1145_00.jpg,3.54,3.0867,3.9944,10.6211
,windmills in a field at sunset with mountains in the background,DALLE_1145_01.jpg,3.43,2.78,4.0878,10.2978
,windmills in a field at sunset with mountains in the background,DALLE_1145_10.jpg,3.405,3.186,3.9886,10.5796
,windmills in a field at sunset with mountains in the background,DALLE_1145_11.jpg,3.606,3.06,4.1825,10.8485
,a split pomegranate,DALLE_1146_00.jpg,3.9843,3.837,4.0429,11.8642
,a split pomegranate,DALLE_1146_01.jpg,3.813,3.4014,4.097,11.3114
,a split pomegranate,DALLE_1146_10.jpg,3.9338,3.518,4.177,11.6288
,a split pomegranate,DALLE_1146_11.jpg,3.9117,3.53,3.9012,11.3429
,a pot with steam rising out of it,DALLE_1147_00.jpg,4.0071,3.815,4.0133,11.8354
,a pot with steam rising out of it,DALLE_1147_01.jpg,3.695,3.5625,4.0975,11.355
,a pot with steam rising out of it,DALLE_1147_10.jpg,3.7038,3.6788,4.1144,11.497
,a pot with steam rising out of it,DALLE_1147_11.jpg,3.86,3.514,4.3856,11.7596
,"someone is making a vase on a potters wheel with a small piece of clay, handmade pottery, hand built ceramics",DALLE_1148_00.jpg,3.5229,3.0143,4.06,10.5972
,"someone is making a vase on a potters wheel with a small piece of clay, handmade pottery, hand built ceramics",DALLE_1148_01.jpg,3.8345,3.5929,4.2414,11.6688
,"someone is making a vase on a potters wheel with a small piece of clay, handmade pottery, hand built ceramics",DALLE_1148_10.jpg,3.6929,3.324,4.1362,11.1531
,"someone is making a vase on a potters wheel with a small piece of clay, handmade pottery, hand built ceramics",DALLE_1148_11.jpg,3.6614,3.414,4.05,11.1254
,tennis racket and two tennis balls on a tennis court,DALLE_1149_00.jpg,3.5286,3.5667,4.095,11.1903
,tennis racket and two tennis balls on a tennis court,DALLE_1149_01.jpg,2.8,2.6467,3.919,9.3657
,tennis racket and two tennis balls on a tennis court,DALLE_1149_10.jpg,3.768,3.3567,4.0714,11.1961
,tennis racket and two tennis balls on a tennis court,DALLE_1149_11.jpg,3.9788,3.7433,3.955,11.6771
,yellow canola flowers in a field with a blue sky in the background,DALLE_1150_00.jpg,3.31,2.555,3.7922,9.6572
,yellow canola flowers in a field with a blue sky in the background,DALLE_1150_01.jpg,3.396,2.8,4.0256,10.2216
,yellow canola flowers in a field with a blue sky in the background,DALLE_1150_10.jpg,3.355,2.9575,3.9029,10.2154
,yellow canola flowers in a field with a blue sky in the background,DALLE_1150_11.jpg,3.695,3.1225,3.865,10.6825
,"space shuttle on a platform with a blue sky in the background, big booster rocket engines, nasa space tourism",DALLE_1151_00.jpg,2.91,2.314,3.722,8.946
,"space shuttle on a platform with a blue sky in the background, big booster rocket engines, nasa space tourism",DALLE_1151_01.jpg,3.026,2.1025,3.875,9.0035
,"space shuttle on a platform with a blue sky in the background, big booster rocket engines, nasa space tourism",DALLE_1151_10.jpg,3.255,2.442,3.7,9.397
,"space shuttle on a platform with a blue sky in the background, big booster rocket engines, nasa space tourism",DALLE_1151_11.jpg,3.18,2.7614,3.89,9.8314
,"there is a white rocking chair and a table on the sidewalk, brushed white and blue paint, made of wrought iron",DALLE_1152_00.jpg,3.695,3.4683,3.78,10.9433
,"there is a white rocking chair and a table on the sidewalk, brushed white and blue paint, made of wrought iron",DALLE_1152_01.jpg,3.6656,3.19,3.7756,10.6312
,"there is a white rocking chair and a table on the sidewalk, brushed white and blue paint, made of wrought iron",DALLE_1152_10.jpg,3.53,3.4,3.8225,10.7525
,"there is a white rocking chair and a table on the sidewalk, brushed white and blue paint, made of wrought iron",DALLE_1152_11.jpg,3.8133,3.538,3.7889,11.1402
,there are pink carnations,DALLE_1153_00.jpg,3.585,3.5483,4.12,11.2533
,there are pink carnations,DALLE_1153_01.jpg,3.7333,3.5067,4.1137,11.3537
,there are pink carnations,DALLE_1153_10.jpg,3.9925,3.93,4.2312,12.1537
,there are pink carnations,DALLE_1153_11.jpg,3.71,3.764,4.05,11.524
,sailboat with a colorful sail on the water with a man sitting on the sail,DALLE_1154_00.jpg,3.07,2.15,3.9675,9.1875
,sailboat with a colorful sail on the water with a man sitting on the sail,DALLE_1154_01.jpg,3.41,2.4967,3.9643,9.871
,sailboat with a colorful sail on the water with a man sitting on the sail,DALLE_1154_10.jpg,3.324,2.7667,3.7256,9.8163
,sailboat with a colorful sail on the water with a man sitting on the sail,DALLE_1154_11.jpg,3.18,2.4625,3.7967,9.4392
,there are several different colored liquids in glass bottles next to corn,DALLE_1155_00.jpg,3.794,3.236,3.825,10.855
,there are several different colored liquids in glass bottles next to corn,DALLE_1155_01.jpg,3.1067,2.91,4.083,10.0997
,there are several different colored liquids in glass bottles next to corn,DALLE_1155_10.jpg,3.4614,3.375,4.1271,10.9635
,there are several different colored liquids in glass bottles next to corn,DALLE_1155_11.jpg,3.7362,3.192,4.05,10.9782
,a couple of nuts and a bolt on a ground,DALLE_1156_00.jpg,3.4762,3.1189,3.8722,10.4673
,a couple of nuts and a bolt on a ground,DALLE_1156_01.jpg,3.25,2.8,3.64,9.69
,a couple of nuts and a bolt on a ground,DALLE_1156_10.jpg,3.5125,3.238,3.8957,10.6462
,a couple of nuts and a bolt on a ground,DALLE_1156_11.jpg,3.66,3.3313,3.8944,10.8857
,"there is a blue vase with a pattern of white flowers on the surface sitting on a table, style of chinese vase",DALLE_1157_00.jpg,3.71,3.24,4.125,11.075
,"there is a blue vase with a pattern of white flowers on the surface sitting on a table, style of chinese vase",DALLE_1157_01.jpg,3.785,3.4725,4.0862,11.3437
,"there is a blue vase with a pattern of white flowers on the surface sitting on a table, style of chinese vase",DALLE_1157_10.jpg,3.815,3.695,3.954,11.464
,"there is a blue vase with a pattern of white flowers on the surface sitting on a table, style of chinese vase",DALLE_1157_11.jpg,3.8944,3.79,3.9429,11.6273
,cargo ship in the water with mountains in the background,DALLE_1158_00.jpg,2.9167,2.7317,3.632,9.2804
,cargo ship in the water with mountains in the background,DALLE_1158_01.jpg,3.0983,2.0567,3.9333,9.0883
,cargo ship in the water with mountains in the background,DALLE_1158_10.jpg,3.135,2.662,3.8386,9.6356
,cargo ship in the water with mountains in the background,DALLE_1158_11.jpg,3.6217,2.3371,3.9229,9.8817
,a pencil and ruler on a blueprint,DALLE_1159_00.jpg,3.5225,3.37,3.8233,10.7158
,a pencil and ruler on a blueprint,DALLE_1159_01.jpg,3.592,3.4825,3.6975,10.772
,a pencil and ruler on a blueprint,DALLE_1159_10.jpg,3.6367,3.3533,3.7,10.69
,a pencil and ruler on a blueprint,DALLE_1159_11.jpg,3.5967,3.3575,3.98,10.9342
,skier in black jacket riding on snowmobile in open field,DALLE_1160_00.jpg,3.72,3.556,3.8817,11.1577
,skier in black jacket riding on snowmobile in open field,DALLE_1160_01.jpg,3.755,3.1067,3.8657,10.7274
,skier in black jacket riding on snowmobile in open field,DALLE_1160_10.jpg,3.8683,3.7214,4.0418,11.6315
,skier in black jacket riding on snowmobile in open field,DALLE_1160_11.jpg,3.3633,3.165,4.044,10.5723
,a sock on a book with a white background,DALLE_1161_00.jpg,3.4433,3.528,3.9288,10.9001
,a sock on a book with a white background,DALLE_1161_01.jpg,3.874,3.896,4.02,11.79
,a sock on a book with a white background,DALLE_1161_10.jpg,3.7467,3.7125,4.1256,11.5848
,a sock on a book with a white background,DALLE_1161_11.jpg,3.59,3.7,3.9357,11.2257
,"a plate with various spices and nuts, folk medicine",DALLE_1162_00.jpg,3.632,3.61,4.07,11.312
,"a plate with various spices and nuts, folk medicine",DALLE_1162_01.jpg,3.5725,3.3633,4.1683,11.1041
,"a plate with various spices and nuts, folk medicine",DALLE_1162_10.jpg,3.714,3.56,4.0725,11.3465
,"a plate with various spices and nuts, folk medicine",DALLE_1162_11.jpg,3.642,3.62,3.9986,11.2606
,starfish are arranged on the ground with shells all around,DALLE_1163_00.jpg,3.528,2.97,3.975,10.473
,starfish are arranged on the ground with shells all around,DALLE_1163_01.jpg,3.572,2.995,3.9075,10.4745
,starfish are arranged on the ground with shells all around,DALLE_1163_10.jpg,3.7686,3.2729,4.0167,11.0582
,starfish are arranged on the ground with shells all around,DALLE_1163_11.jpg,3.775,3.4375,4.1714,11.3839
,a bunch of strawberries sitting on top of a table,DALLE_1164_00.jpg,3.775,3.22,4.1417,11.1367
,a bunch of strawberries sitting on top of a table,DALLE_1164_01.jpg,3.5356,3.2175,3.838,10.5911
,a bunch of strawberries sitting on top of a table,DALLE_1164_10.jpg,3.815,3.5617,4.0567,11.4334
,a bunch of strawberries sitting on top of a table,DALLE_1164_11.jpg,3.752,3.4025,4.06,11.2145
,there is a sundialer sitting on a pedestal in a garden,DALLE_1165_00.jpg,3.4833,3.2257,3.9438,10.6528
,there is a sundialer sitting on a pedestal in a garden,DALLE_1165_01.jpg,3.204,2.9467,3.8514,10.0021
,there is a sundialer sitting on a pedestal in a garden,DALLE_1165_10.jpg,3.1783,2.83,4.1125,10.1208
,there is a sundialer sitting on a pedestal in a garden,DALLE_1165_11.jpg,3.5933,2.9775,3.984,10.5548
,there is a wooden wagon sitting in the middle of a field with grass,DALLE_1166_00.jpg,2.9222,2.56,4.09,9.5722
,there is a wooden wagon sitting in the middle of a field with grass,DALLE_1166_01.jpg,2.7714,2.3175,3.82,8.9089
,there is a wooden wagon sitting in the middle of a field with grass,DALLE_1166_10.jpg,2.8183,2.28,3.7889,8.8872
,there is a wooden wagon sitting in the middle of a field with grass,DALLE_1166_11.jpg,2.928,2.088,3.84,8.856
,there is a teddy bear sitting on the ground,DALLE_1167_00.jpg,3.672,3.202,4.0122,10.8862
,there is a teddy bear sitting on the ground,DALLE_1167_01.jpg,3.5475,3.2817,4.1123,10.9415
,there is a teddy bear sitting on the ground,DALLE_1167_10.jpg,3.48,3.6017,4.0533,11.135
,there is a teddy bear sitting on the ground,DALLE_1167_11.jpg,3.186,2.866,3.9986,10.0506
,tomatoes on the vine with water droplets on them,DALLE_1168_00.jpg,3.632,3.506,4.0322,11.1702
,tomatoes on the vine with water droplets on them,DALLE_1168_01.jpg,3.5467,3.53,3.9,10.9767
,tomatoes on the vine with water droplets on them,DALLE_1168_10.jpg,3.4462,3.4078,4.0183,10.8723
,tomatoes on the vine with water droplets on them,DALLE_1168_11.jpg,3.7114,3.53,4.0686,11.31
,"there is a tractor that is sitting in the middle of a field, farming, farm field background",DALLE_1169_00.jpg,2.925,2.3533,3.9244,9.2027
,"there is a tractor that is sitting in the middle of a field, farming, farm field background",DALLE_1169_01.jpg,3.3625,2.41,4.0938,9.8663
,"there is a tractor that is sitting in the middle of a field, farming, farm field background",DALLE_1169_10.jpg,3.2925,2.544,4.0733,9.9098
,"there is a tractor that is sitting in the middle of a field, farming, farm field background",DALLE_1169_11.jpg,2.905,1.99,3.912,8.807
,steam trains on a bridge with smoke coming out of it,DALLE_1170_00.jpg,3.5438,2.692,4.0783,10.3141
,steam trains on a bridge with smoke coming out of it,DALLE_1170_01.jpg,3.7125,2.676,4.0029,10.3914
,steam trains on a bridge with smoke coming out of it,DALLE_1170_10.jpg,3.8029,3.125,4.025,10.9529
,steam trains on a bridge with smoke coming out of it,DALLE_1170_11.jpg,3.4067,2.795,4.05,10.2517
,"trolley car on a city street with people walking around, the city of lisbon",DALLE_1171_00.jpg,3.758,2.3525,4.0567,10.1672
,"trolley car on a city street with people walking around, the city of lisbon",DALLE_1171_01.jpg,3.1717,2.9167,3.9667,10.0551
,"trolley car on a city street with people walking around, the city of lisbon",DALLE_1171_10.jpg,3.378,2.7933,4.1414,10.3127
,"trolley car on a city street with people walking around, the city of lisbon",DALLE_1171_11.jpg,3.4438,2.5929,3.9425,9.9792
,a branch of a cherry tree with pink flowers,DALLE_1172_00.jpg,4.0343,3.3625,4.094,11.4908
,a branch of a cherry tree with pink flowers,DALLE_1172_01.jpg,3.8217,3.5567,3.995,11.3734
,a branch of a cherry tree with pink flowers,DALLE_1172_10.jpg,3.6871,3.2733,3.99,10.9504
,a branch of a cherry tree with pink flowers,DALLE_1172_11.jpg,3.368,3.6,4.0183,10.9863
,a bunch of bananas,DALLE_1173_00.jpg,3.3183,2.8417,4.0533,10.2133
,a bunch of bananas,DALLE_1173_01.jpg,3.65,2.8433,3.9786,10.4719
,a bunch of bananas,DALLE_1173_10.jpg,3.4375,2.535,4.1533,10.1258
,a bunch of bananas,DALLE_1173_11.jpg,3.3667,3.1483,3.9467,10.4617
,there is a cucumber growing on a vine with a leaf,DALLE_1174_00.jpg,3.51,3.0043,4.06,10.5743
,there is a cucumber growing on a vine with a leaf,DALLE_1174_01.jpg,3.3725,3.0633,4.07,10.5058
,there is a cucumber growing on a vine with a leaf,DALLE_1174_10.jpg,3.072,2.546,3.866,9.484
,there is a cucumber growing on a vine with a leaf,DALLE_1174_11.jpg,3.29,3.144,3.95,10.384
,scorpion on the sand with a black tail,DALLE_1175_00.jpg,3.2383,3.3012,3.9311,10.4706
,scorpion on the sand with a black tail,DALLE_1175_01.jpg,3.6014,3.595,3.8833,11.0797
,scorpion on the sand with a black tail,DALLE_1175_10.jpg,3.192,2.905,3.8688,9.9658
,scorpion on the sand with a black tail,DALLE_1175_11.jpg,3.385,3.025,3.898,10.308
,someone holding two cones of ice cream in their hands,DALLE_1176_00.jpg,3.47,3.2,3.9011,10.5711
,someone holding two cones of ice cream in their hands,DALLE_1176_01.jpg,3.5729,3.2583,3.8888,10.72
,someone holding two cones of ice cream in their hands,DALLE_1176_10.jpg,3.378,2.9686,3.158,9.5046
,someone holding two cones of ice cream in their hands,DALLE_1176_11.jpg,3.5829,3.3586,3.7233,10.6648
,there are many pineapples that are sitting on the ground,DALLE_1177_00.jpg,3.4829,3.345,4.1257,10.9536
,there are many pineapples that are sitting on the ground,DALLE_1177_01.jpg,3.562,3.222,4.0091,10.7931
,there are many pineapples that are sitting on the ground,DALLE_1177_10.jpg,3.4343,3.2967,4.06,10.791
,there are many pineapples that are sitting on the ground,DALLE_1177_11.jpg,3.7367,3.185,3.9889,10.9106
,raccoon standing on a rock in a stream of water,DALLE_1178_00.jpg,3.192,2.76,3.6,9.552
,raccoon standing on a rock in a stream of water,DALLE_1178_01.jpg,3.695,3.505,4.1133,11.3133
,raccoon standing on a rock in a stream of water,DALLE_1178_10.jpg,3.525,3.4838,4.0733,11.0821
,raccoon standing on a rock in a stream of water,DALLE_1178_11.jpg,3.3986,2.6771,4.1257,10.2014
,there are some sea cucumber and lettuce on a plate on a table,DALLE_1179_00.jpg,2.4486,1.644,2.988,7.0806
,there are some sea cucumber and lettuce on a plate on a table,DALLE_1179_01.jpg,2.4825,1.984,3.148,7.6145
,there are some sea cucumber and lettuce on a plate on a table,DALLE_1179_10.jpg,2.47,1.7925,2.7967,7.0592
,there are some sea cucumber and lettuce on a plate on a table,DALLE_1179_11.jpg,2.7083,2.19,2.8933,7.7916
,there are many sunflowers that are blooming in the field,DALLE_1180_00.jpg,3.1278,2.834,4.1178,10.0796
,there are many sunflowers that are blooming in the field,DALLE_1180_01.jpg,3.2825,1.8371,3.9438,9.0634
,there are many sunflowers that are blooming in the field,DALLE_1180_10.jpg,3.2886,2.7814,3.8217,9.8917
,there are many sunflowers that are blooming in the field,DALLE_1180_11.jpg,3.4071,2.5138,3.86,9.7809
,"a window in a dark room with a light coming through it, dramatic backlit window",DALLE_1181_00.jpg,3.575,2.824,4.108,10.507
,"a window in a dark room with a light coming through it, dramatic backlit window",DALLE_1181_01.jpg,3.345,3.18,3.9475,10.4725
,"a window in a dark room with a light coming through it, dramatic backlit window",DALLE_1181_10.jpg,3.234,3.076,3.9133,10.2233
,"a window in a dark room with a light coming through it, dramatic backlit window",DALLE_1181_11.jpg,3.47,3.248,4.0022,10.7202
,"a dimly lit brick tunnel with arched arches in a building, dry archways, archways between stalagtites",DALLE_1182_00.jpg,3.69,2.955,4.105,10.75
,"a dimly lit brick tunnel with arched arches in a building, dry archways, archways between stalagtites",DALLE_1182_01.jpg,3.7314,3.28,4.01,11.0214
,"a dimly lit brick tunnel with arched arches in a building, dry archways, archways between stalagtites",DALLE_1182_10.jpg,3.396,3.2375,3.98,10.6135
,"a dimly lit brick tunnel with arched arches in a building, dry archways, archways between stalagtites",DALLE_1182_11.jpg,3.4987,3.4025,4.0317,10.9329
,a violin on a black surface with a reflection,DALLE_1183_00.jpg,3.5386,3.016,4.07,10.6246
,a violin on a black surface with a reflection,DALLE_1183_01.jpg,3.4171,2.94,3.8833,10.2404
,a violin on a black surface with a reflection,DALLE_1183_10.jpg,3.5,2.9933,4.058,10.5513
,a violin on a black surface with a reflection,DALLE_1183_11.jpg,3.56,3.248,4.1567,10.9647
,there is a toilet and a shower in a bathroom with tiled walls,DALLE_1184_00.jpg,3.664,3.4083,4.016,11.0883
,there is a toilet and a shower in a bathroom with tiled walls,DALLE_1184_01.jpg,3.8625,3.435,4.082,11.3795
,there is a toilet and a shower in a bathroom with tiled walls,DALLE_1184_10.jpg,3.59,3.398,3.8443,10.8323
,there is a toilet and a shower in a bathroom with tiled walls,DALLE_1184_11.jpg,3.5314,3.0271,4.1729,10.7314
,two boxes are stacked on top of each other on a table,DALLE_1185_00.jpg,3.6186,3.3714,4.1512,11.1412
,two boxes are stacked on top of each other on a table,DALLE_1185_01.jpg,3.54,3.412,3.4338,10.3858
,two boxes are stacked on top of each other on a table,DALLE_1185_10.jpg,3.538,3.585,4.0875,11.2105
